"file","lines","characters","score","state","todo","notImplemented","genericException","asyncVoid","emptyCatch","swallowCatch","taskRun","gcCollect","lockUsage","staticMutable","threadSleep","skiaNativeCtor"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\DebugOverlay.cs","234","8719","100","production","0","0","0","0","0","0","0","0","0","0","0","3"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\ElementStateManager.cs","582","21630","100","production","0","0","0","0","0","0","0","0","2","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\ErrorPageRenderer.cs","239","10006","94","production","0","0","0","0","0","1","0","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\FontRegistry.cs","536","20861","57","partial","0","0","0","0","0","7","0","0","12","2","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\HistoryEntry.cs","19","499","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\ImageLoader.cs","1030","41024","61","partial","0","0","0","0","0","6","1","0","13","11","0","4"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\IRenderBackend.cs","225","7224","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\LiteDomUtil.cs","24","892","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\NavigationManager.cs","151","7220","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\NewTabRenderer.cs","182","5776","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderCommands.cs","569","18684","100","production","0","0","0","0","0","0","0","0","0","0","0","17"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderDataTypes.cs","128","4835","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RendererSafetyPolicy.cs","20","771","100","production","0","0","0","0","0","0","0","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderPipeline.cs","150","5050","99","production","0","0","0","0","0","0","0","0","0","8","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SkiaDomRenderer.cs","840","41031","94","production","0","0","0","0","0","1","0","0","0","0","0","1"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SkiaRenderer.cs","1013","44188","58","partial","0","0","0","0","0","7","0","0","0","0","0","8"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\StackingContext.cs","122","5248","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SvgRenderer.cs","315","11075","94","production","0","0","0","0","0","1","0","0","0","0","0","7"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Backends\HeadlessRenderBackend.cs","208","7728","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Backends\SkiaRenderBackend.cs","463","17302","100","production","0","0","0","0","0","0","0","0","0","0","0","18"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\BaseFrameReusePolicy.cs","39","1099","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\DamageRasterizationPolicy.cs","82","2556","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\DamageRegionNormalizationPolicy.cs","163","5251","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\FrameBudgetAdaptivePolicy.cs","103","4075","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\PaintCompositingStabilityController.cs","74","2591","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\PaintDamageTracker.cs","150","4671","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Compositing\ScrollDamageComputer.cs","165","6446","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Core\ILayoutEngine.cs","19","602","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Core\RenderContext.cs","34","1088","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CascadeEngine.cs","405","17043","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssAnimationEngine.cs","1037","42082","99","production","0","0","0","0","0","0","0","0","12","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssClipPathParser.cs","260","9531","100","production","0","0","0","0","0","0","0","0","0","0","0","4"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssEngineFactory.cs","120","4297","94","production","0","0","0","0","0","1","0","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssFilterParser.cs","343","12990","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssFlexLayout.cs","824","40572","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssFloatLayout.cs","413","13970","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssFunctions.cs","761","29715","76","full","0","0","0","0","0","4","0","0","1","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssGridAdvanced.cs","695","26975","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssLoader.cs","6157","279169","15","stub","1","0","0","0","0","12","3","0","12","3","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssLoaderValueParsing.cs","400","15381","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssModel.cs","269","9875","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssParser.cs","1114","51408","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssSelectorAdvanced.cs","578","21993","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssSelectorParser.cs","29","910","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssStyleApplicator.cs","154","6923","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssSyntaxParser.cs","639","26156","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssToken.cs","108","3181","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssTokenizer.cs","616","21588","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssTransform3D.cs","492","18535","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssValue.cs","285","10051","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\CssValueParser.cs","633","28324","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Css\SelectorMatcher.cs","1164","43024","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Interaction\HitTester.cs","309","13415","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Interaction\ScrollbarRenderer.cs","334","14123","100","production","0","0","0","0","0","0","0","0","0","0","0","4"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Interaction\ScrollManager.cs","747","30150","100","production","1","0","0","0","0","0","0","0","4","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Paint\LayoutTreeDumper.cs","323","12611","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Paint\PaintDebugOverlay.cs","262","9460","100","production","0","0","0","0","0","0","0","0","0","0","0","6"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\BoxPainter.cs","435","17525","94","production","0","0","0","0","0","1","0","0","0","0","0","5"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\DisplayList.cs","43","1317","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\DisplayListBuilder.cs","246","7984","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\ImagePainter.cs","267","8957","94","production","0","0","0","0","0","1","0","0","0","0","0","3"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\Painter.cs","311","11776","100","production","0","0","0","0","0","0","0","0","0","0","0","4"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\StackingContextComplete.cs","499","20014","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\StackingContextPainter.cs","363","12406","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Painting\TextPainter.cs","444","17231","94","production","0","0","0","0","0","1","0","0","0","0","0","3"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\ImmutablePaintTree.cs","172","6138","100","production","0","0","0","0","0","0","0","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\IPaintNodeVisitor.cs","22","799","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\NewPaintTreeBuilder.cs","3983","188247","77","full","0","0","0","0","0","3","0","0","0","0","0","67"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintNode.cs","172","5886","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintNodeBase.cs","329","10991","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTree.cs","88","2609","100","production","0","0","0","0","0","0","0","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTreeBuilder.cs","369","16457","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTreeDiff.cs","26","983","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PositionedGlyph.cs","33","911","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Performance\IncrementalLayout.cs","235","6864","100","production","0","0","0","0","0","0","0","0","4","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Performance\ParallelPainter.cs","336","9972","100","production","0","0","0","0","0","0","0","0","4","0","0","1"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\FrameState.cs","76","2428","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RectExtensions.cs","33","922","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderBox.cs","610","30273","100","production","1","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderObject.cs","56","1809","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderText.cs","38","1088","100","production","0","0","0","0","0","0","0","0","0","0","0","1"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\ScrollModel.cs","208","6515","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\UserAgent\UAStyleProvider.cs","360","16227","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGL2RenderingContext.cs","644","24335","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLConstants.cs","277","12671","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLContextManager.cs","284","15284","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLObjects.cs","278","7826","99","production","0","0","0","0","0","0","0","0","0","11","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLRenderingContext.cs","1215","47211","100","production","0","0","0","0","0","0","0","0","0","0","0","6"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Resources\ua.css","321","4254","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\CanvasRenderingContext2D.cs","1027","43272","100","production","0","0","0","0","0","0","0","0","0","0","0","12"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.cs","3893","174398","1","stub","1","0","0","0","0","56","5","0","24","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.Dom.cs","1282","67466","82","full","0","0","0","0","0","3","0","0","5","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.Methods.cs","223","7787","68","partial","0","0","0","0","0","5","2","0","5","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptRuntime.cs","23","496","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JsRuntimeAbstraction.cs","146","5010","88","full","0","0","0","0","0","2","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ModuleLoader.cs","217","8236","76","full","0","0","0","0","0","4","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ProxyAPI.cs","86","3450","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ReflectAPI.cs","158","7125","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\IPermissionManager.cs","119","4371","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\IResourceLimits.cs","119","3881","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\PermissionManager.cs","123","3885","100","production","0","0","0","0","0","0","0","0","5","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\PermissionStore.cs","105","3289","88","full","0","0","0","0","0","2","0","0","4","2","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\FileStorageBackend.cs","471","17540","76","full","0","0","0","0","0","4","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\InMemoryStorageBackend.cs","238","8338","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\IStorageBackend.cs","119","4062","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\StorageUtils.cs","123","4502","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\AcidTestRunner.cs","364","11839","76","full","0","0","0","0","0","4","0","0","0","0","0","1"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\Test262Runner.cs","833","38895","73","partial","1","0","0","0","0","2","2","3","1","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\UsedValueComparator.cs","386","15360","94","production","0","0","0","0","0","1","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\VerificationRunner.cs","68","2782","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\WPTTestRunner.cs","486","19635","80","full","0","0","0","0","0","2","0","2","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\GlyphRun.cs","75","2176","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\IFontService.cs","71","2979","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\NormalizedFontMetrics.cs","103","3840","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\SkiaFontService.cs","113","4073","100","production","0","0","0","0","0","0","0","0","0","0","0","3"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\TextShaper.cs","281","10047","94","production","0","0","0","0","0","1","0","0","0","0","0","3"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\Cache.cs","274","10405","87","full","0","0","0","0","0","2","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\CacheStorage.cs","151","6418","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\FetchApi.cs","561","25333","72","partial","0","0","0","0","0","4","3","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\FetchEvent.cs","280","9958","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\IndexedDBService.cs","134","5707","99","production","0","0","0","0","0","0","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\IntersectionObserverAPI.cs","118","5023","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\ResizeObserverAPI.cs","87","3480","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\StorageApi.cs","354","14398","82","full","0","0","0","0","0","3","0","0","3","2","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\TestConsoleCapture.cs","177","6665","100","production","0","0","0","0","0","0","0","0","0","4","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\TestHarnessAPI.cs","326","12288","99","production","0","0","0","0","0","0","0","0","0","13","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebAPIs.cs","323","13374","88","full","0","0","0","0","0","2","0","0","0","4","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebAudioAPI.cs","401","18323","99","production","0","0","0","0","0","0","1","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebRTCAPI.cs","364","17152","99","production","0","0","0","0","0","0","1","0","0","1","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\XMLHttpRequest.cs","211","9993","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorker.cs","164","6064","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerClients.cs","166","6670","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerContainer.cs","252","9476","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerGlobalScope.cs","110","4545","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerManager.cs","367","14866","93","production","0","0","0","0","0","1","1","0","0","2","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerRegistration.cs","124","4815","93","production","0","0","0","0","0","1","1","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\StructuredClone.cs","183","6146","88","full","0","0","0","0","0","2","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerConstructor.cs","215","8220","100","production","0","0","0","0","0","0","0","0","0","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerGlobalScope.cs","401","15870","74","partial","0","0","0","0","0","4","2","0","5","0","0","0"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerRuntime.cs","499","19872","70","partial","0","0","0","0","0","5","0","0","2","0","0","0"
